,SLVID,_id_$oid,FoodCat1ID,FoodCat1Name,FoodCat2ID,FoodCat2Name,FoodCat3ID,FoodCat3Name,Variation_id_$oid,Variation_ID,Variation_Organic,Variation_CO2,Variation_text_en,Variation_text_sv,Variation_text_no,Variation_text_dk,Variation_RegionName,Variation_RegionID,Variation_Source,Name_sv,Name_no,Name_en,Name_dk,Class,Variation_RegionName_dk,Variation_RegionName_no,Variation_RegionName_en,Variation_RegionName_sv,WeightedAverageCO2
2790,939.0,5b0083886fd2dcf4a031c5d3,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077b8,0.0,True,27.96,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Kalv kotlett,Kalvekjøtt kotelett,Veal chop,Kalv hakket kød,2.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,27.96
2791,939.0,5b0083886fd2dcf4a031c5d3,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077ba,2.0,False,27.42,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Kalv kotlett,Kalvekjøtt kotelett,Veal chop,Kalv hakket kød,2.0,Danmark,Norge,Scandinavia,Sverige,27.96
2792,939.0,5b0083886fd2dcf4a031c5d3,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077bb,3.0,False,25.37,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.4,Kalv kotlett,Kalvekjøtt kotelett,Veal chop,Kalv hakket kød,2.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,27.96
2793,939.0,5b0083886fd2dcf4a031c5d3,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077bc,4.0,True,27.42,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Kalv kotlett,Kalvekjøtt kotelett,Veal chop,Kalv hakket kød,2.0,Danmark,Norge,Scandinavia,Sverige,27.96
2794,939.0,5b0083886fd2dcf4a031c5d3,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077bd,5.0,False,40.64,"Brazil, Conventional","Brasilien, Konventionell","Brasil, Konvensjonell","Brasilien, Konventionel",Brasilien,13.0,RISE-1.5,Kalv kotlett,Kalvekjøtt kotelett,Veal chop,Kalv hakket kød,2.0,Brasilien,Brasil,Brazil,Brasilien,27.96
2795,939.0,5b0083886fd2dcf4a031c5d3,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077be,6.0,False,39.93,"North America, Conventional","Nordamerika, Konventionell","Nord-Amerika, Konvensjonell","Nordamerika, Konventionel",Nordamerika,69.0,RISE-1.5,Kalv kotlett,Kalvekjøtt kotelett,Veal chop,Kalv hakket kød,2.0,Nordamerika,Nord-Amerika,North America,Nordamerika,27.96
2796,939.0,5b0083886fd2dcf4a031c5d3,6,Kött,149,Nötkött,856,Nöt. kalv,,11.0,False,27.24,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Kalv kotlett,Kalvekjøtt kotelett,Veal chop,Kalv hakket kød,2.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,27.96
2797,940.0,5b0083876fd2dcf4a031c34e,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077bf,0.0,True,27.96,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Kalv lägg,Kalveskank,Veal shank,Kalv skank,2.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,27.96
2798,940.0,5b0083876fd2dcf4a031c34e,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077c1,2.0,False,27.42,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Kalv lägg,Kalveskank,Veal shank,Kalv skank,2.0,Danmark,Norge,Scandinavia,Sverige,27.96
2799,940.0,5b0083876fd2dcf4a031c34e,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077c2,3.0,False,25.37,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.4,Kalv lägg,Kalveskank,Veal shank,Kalv skank,2.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,27.96
2800,940.0,5b0083876fd2dcf4a031c34e,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077c3,4.0,True,27.42,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Kalv lägg,Kalveskank,Veal shank,Kalv skank,2.0,Danmark,Norge,Scandinavia,Sverige,27.96
2801,940.0,5b0083876fd2dcf4a031c34e,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077c4,5.0,False,40.64,"Brazil, Conventional","Brasilien, Konventionell","Brasil, Konvensjonell","Brasilien, Konventionel",Brasilien,13.0,RISE-1.5,Kalv lägg,Kalveskank,Veal shank,Kalv skank,2.0,Brasilien,Brasil,Brazil,Brasilien,27.96
2802,940.0,5b0083876fd2dcf4a031c34e,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077c5,6.0,False,39.93,"North America, Conventional","Nordamerika, Konventionell","Nord-Amerika, Konvensjonell","Nordamerika, Konventionel",Nordamerika,69.0,RISE-1.5,Kalv lägg,Kalveskank,Veal shank,Kalv skank,2.0,Nordamerika,Nord-Amerika,North America,Nordamerika,27.96
2803,940.0,5b0083876fd2dcf4a031c34e,6,Kött,149,Nötkött,856,Nöt. kalv,,11.0,False,27.24,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Kalv lägg,Kalveskank,Veal shank,Kalv skank,2.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,27.96
2804,941.0,5b0083886fd2dcf4a031c5c1,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077c6,0.0,True,27.96,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Kalv ytterlår,Kalv bankekjøtt,Veal outer thighs,Kalv cuvette,2.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,27.96
2805,941.0,5b0083886fd2dcf4a031c5c1,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077c8,2.0,False,40.64,"Brazil, Conventional","Brasilien, Konventionell","Brasil, Konvensjonell","Brasilien, Konventionel",Brasilien,13.0,RISE-1.5,Kalv ytterlår,Kalv bankekjøtt,Veal outer thighs,Kalv cuvette,2.0,Brasilien,Brasil,Brazil,Brasilien,27.96
2806,941.0,5b0083886fd2dcf4a031c5c1,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077c9,3.0,True,27.42,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Kalv ytterlår,Kalv bankekjøtt,Veal outer thighs,Kalv cuvette,2.0,Danmark,Norge,Scandinavia,Sverige,27.96
2807,941.0,5b0083886fd2dcf4a031c5c1,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077ca,4.0,False,27.42,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Kalv ytterlår,Kalv bankekjøtt,Veal outer thighs,Kalv cuvette,2.0,Danmark,Norge,Scandinavia,Sverige,27.96
2808,941.0,5b0083886fd2dcf4a031c5c1,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077cb,5.0,False,25.37,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.4,Kalv ytterlår,Kalv bankekjøtt,Veal outer thighs,Kalv cuvette,2.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,27.96
2809,941.0,5b0083886fd2dcf4a031c5c1,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077cc,6.0,False,39.93,"North America, Conventional","Nordamerika, Konventionell","Nord-Amerika, Konvensjonell","Nordamerika, Konventionel",Nordamerika,69.0,RISE-1.5,Kalv ytterlår,Kalv bankekjøtt,Veal outer thighs,Kalv cuvette,2.0,Nordamerika,Nord-Amerika,North America,Nordamerika,27.96
2810,941.0,5b0083886fd2dcf4a031c5c1,6,Kött,149,Nötkött,856,Nöt. kalv,,11.0,False,27.24,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Kalv ytterlår,Kalv bankekjøtt,Veal outer thighs,Kalv cuvette,2.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,27.96
2811,942.0,5b0083886fd2dcf4a031c5c7,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077cd,0.0,True,27.96,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Kalv tunnbringa,Kalv bringe,Veal brisket,Kalv tyndt bryst,2.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,27.96
2812,942.0,5b0083886fd2dcf4a031c5c7,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077cf,2.0,False,40.64,"Brazil, Conventional","Brasilien, Konventionell","Brasil, Konvensjonell","Brasilien, Konventionel",Brasilien,13.0,RISE-1.5,Kalv tunnbringa,Kalv bringe,Veal brisket,Kalv tyndt bryst,2.0,Brasilien,Brasil,Brazil,Brasilien,27.96
2813,942.0,5b0083886fd2dcf4a031c5c7,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077d0,3.0,True,27.42,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Kalv tunnbringa,Kalv bringe,Veal brisket,Kalv tyndt bryst,2.0,Danmark,Norge,Scandinavia,Sverige,27.96
2814,942.0,5b0083886fd2dcf4a031c5c7,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077d1,4.0,False,25.37,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.4,Kalv tunnbringa,Kalv bringe,Veal brisket,Kalv tyndt bryst,2.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,27.96
2815,942.0,5b0083886fd2dcf4a031c5c7,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077d2,5.0,False,39.93,"North America, Conventional","Nordamerika, Konventionell","Nord-Amerika, Konvensjonell","Nordamerika, Konventionel",Nordamerika,69.0,RISE-1.5,Kalv tunnbringa,Kalv bringe,Veal brisket,Kalv tyndt bryst,2.0,Nordamerika,Nord-Amerika,North America,Nordamerika,27.96
2816,942.0,5b0083886fd2dcf4a031c5c7,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077d3,6.0,False,27.42,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Kalv tunnbringa,Kalv bringe,Veal brisket,Kalv tyndt bryst,2.0,Danmark,Norge,Scandinavia,Sverige,27.96
2817,942.0,5b0083886fd2dcf4a031c5c7,6,Kött,149,Nötkött,856,Nöt. kalv,,11.0,False,27.24,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Kalv tunnbringa,Kalv bringe,Veal brisket,Kalv tyndt bryst,2.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,27.96
2818,943.0,5b0083886fd2dcf4a031c5df,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077d4,0.0,True,27.96,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Kalv högrev,Kalv høyrygg,Veal chunk,Kalv rib-eye,3.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,27.96
2819,943.0,5b0083886fd2dcf4a031c5df,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077d6,2.0,True,27.42,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Kalv högrev,Kalv høyrygg,Veal chunk,Kalv rib-eye,3.0,Danmark,Norge,Scandinavia,Sverige,27.96
2820,943.0,5b0083886fd2dcf4a031c5df,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077d7,3.0,False,39.93,"North America, Conventional","Nordamerika, Konventionell","Nord-Amerika, Konvensjonell","Nordamerika, Konventionel",Nordamerika,69.0,RISE-1.5,Kalv högrev,Kalv høyrygg,Veal chunk,Kalv rib-eye,3.0,Nordamerika,Nord-Amerika,North America,Nordamerika,27.96
2821,943.0,5b0083886fd2dcf4a031c5df,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077d8,4.0,False,27.42,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Kalv högrev,Kalv høyrygg,Veal chunk,Kalv rib-eye,3.0,Danmark,Norge,Scandinavia,Sverige,27.96
2822,943.0,5b0083886fd2dcf4a031c5df,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077d9,5.0,False,40.64,"Brazil, Conventional","Brasilien, Konventionell","Brasil, Konvensjonell","Brasilien, Konventionel",Brasilien,13.0,RISE-1.5,Kalv högrev,Kalv høyrygg,Veal chunk,Kalv rib-eye,3.0,Brasilien,Brasil,Brazil,Brasilien,27.96
2823,943.0,5b0083886fd2dcf4a031c5df,6,Kött,149,Nötkött,856,Nöt. kalv,5b7bd6c84a40085c092077da,6.0,False,25.37,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.4,Kalv högrev,Kalv høyrygg,Veal chunk,Kalv rib-eye,3.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,27.96
2824,943.0,5b0083886fd2dcf4a031c5df,6,Kött,149,Nötkött,856,Nöt. kalv,,11.0,False,27.24,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Kalv högrev,Kalv høyrygg,Veal chunk,Kalv rib-eye,3.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,27.96
2825,944.0,5b0083876fd2dcf4a031bd8b,6,Kött,147,Vilt,860,Kanin,,3.0,False,3.2,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Kanin kött,Kanin kjøtt,Rabbit meat,Kaninkød,4.0,Danmark,Norge,Scandinavia,Sverige,3.2
2826,944.0,5b0083876fd2dcf4a031bd8b,6,Kött,147,Vilt,860,Kanin,5b7bd6c84a40085c092077dc,1.0,True,3.2,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Kanin kött,Kanin kjøtt,Rabbit meat,Kaninkød,4.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,3.2
2827,945.0,5b0083876fd2dcf4a031ba92,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c092077de,0.0,True,19.59,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Nöt biff m ben,Storfebiff m ben,Beef steak with bone,Oksekød tyndsteg t-bone,4.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,19.59
2828,945.0,5b0083876fd2dcf4a031ba92,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c092077e0,2.0,False,44.14,"Brazil, Conventional","Brasilien, Konventionell","Brasil, Konvensjonell","Brasilien, Konventionel",Brasilien,13.0,RISE-1.5,Nöt biff m ben,Storfebiff m ben,Beef steak with bone,Oksekød tyndsteg t-bone,4.0,Brasilien,Brasil,Brazil,Brasilien,19.59
2829,945.0,5b0083876fd2dcf4a031ba92,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c092077e1,3.0,False,27.98,"North America, Conventional","Nordamerika, Konventionell","Nord-Amerika, Konvensjonell","Nordamerika, Konventionel",Nordamerika,69.0,RISE-1.5,Nöt biff m ben,Storfebiff m ben,Beef steak with bone,Oksekød tyndsteg t-bone,4.0,Nordamerika,Nord-Amerika,North America,Nordamerika,19.59
2830,945.0,5b0083876fd2dcf4a031ba92,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c092077e3,5.0,True,19.19,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Nöt biff m ben,Storfebiff m ben,Beef steak with bone,Oksekød tyndsteg t-bone,4.0,Danmark,Norge,Scandinavia,Sverige,19.59
2831,945.0,5b0083876fd2dcf4a031ba92,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c092077e4,6.0,False,17.79,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.4,Nöt biff m ben,Storfebiff m ben,Beef steak with bone,Oksekød tyndsteg t-bone,4.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,19.59
2832,945.0,5b0083876fd2dcf4a031ba92,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c092077e5,7.0,False,19.19,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Nöt biff m ben,Storfebiff m ben,Beef steak with bone,Oksekød tyndsteg t-bone,4.0,Danmark,Norge,Scandinavia,Sverige,19.59
2833,945.0,5b0083876fd2dcf4a031ba92,6,Kött,149,Nötkött,914,Nötkött med ben,,13.0,False,19.1,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Nöt biff m ben,Storfebiff m ben,Beef steak with bone,Oksekød tyndsteg t-bone,4.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,19.59
2834,956.0,5b0083876fd2dcf4a031ba89,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c0920782e,0.0,True,19.59,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Nöt bog,Storfe bog,Beef blade steak,Oksekød oksebov,4.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,19.59
2835,956.0,5b0083876fd2dcf4a031ba89,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c09207830,2.0,False,44.14,"Brazil, Conventional","Brasilien, Konventionell","Brasil, Konvensjonell","Brasilien, Konventionel",Brasilien,13.0,RISE-1.5,Nöt bog,Storfe bog,Beef blade steak,Oksekød oksebov,4.0,Brasilien,Brasil,Brazil,Brasilien,19.59
2836,956.0,5b0083876fd2dcf4a031ba89,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c09207831,3.0,False,27.98,"North America, Conventional","Nordamerika, Konventionell","Nord-Amerika, Konvensjonell","Nordamerika, Konventionel",Nordamerika,69.0,RISE-1.5,Nöt bog,Storfe bog,Beef blade steak,Oksekød oksebov,4.0,Nordamerika,Nord-Amerika,North America,Nordamerika,19.59
2837,956.0,5b0083876fd2dcf4a031ba89,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c09207832,4.0,False,17.79,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.4,Nöt bog,Storfe bog,Beef blade steak,Oksekød oksebov,4.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,19.59
2838,956.0,5b0083876fd2dcf4a031ba89,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c09207834,6.0,False,19.19,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Nöt bog,Storfe bog,Beef blade steak,Oksekød oksebov,4.0,Danmark,Norge,Scandinavia,Sverige,19.59
2839,956.0,5b0083876fd2dcf4a031ba89,6,Kött,149,Nötkött,914,Nötkött med ben,5b7bd6c84a40085c09207835,7.0,True,19.19,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Nöt bog,Storfe bog,Beef blade steak,Oksekød oksebov,4.0,Danmark,Norge,Scandinavia,Sverige,19.59
2840,956.0,5b0083876fd2dcf4a031ba89,6,Kött,149,Nötkött,914,Nötkött med ben,,13.0,False,19.1,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Nöt bog,Storfe bog,Beef blade steak,Oksekød oksebov,4.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,19.59
2841,946.0,5b0083886fd2dcf4a031c55b,6,Kött,149,Nötkött,922,Nöt. ryggbiff,5b7bd6c84a40085c092077e6,0.0,True,27.96,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Nöt ryggbiff,Storfekjøtt slagside,Beef sirlion steak,Oksekød tyksteg bøf,2.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,27.96
2842,946.0,5b0083886fd2dcf4a031c55b,6,Kött,149,Nötkött,922,Nöt. ryggbiff,5b7bd6c84a40085c092077e8,2.0,False,27.42,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Nöt ryggbiff,Storfekjøtt slagside,Beef sirlion steak,Oksekød tyksteg bøf,2.0,Danmark,Norge,Scandinavia,Sverige,27.96
2843,946.0,5b0083886fd2dcf4a031c55b,6,Kött,149,Nötkött,922,Nöt. ryggbiff,5b7bd6c84a40085c092077e9,3.0,False,25.37,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.4,Nöt ryggbiff,Storfekjøtt slagside,Beef sirlion steak,Oksekød tyksteg bøf,2.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,27.96
2844,946.0,5b0083886fd2dcf4a031c55b,6,Kött,149,Nötkött,922,Nöt. ryggbiff,5b7bd6c84a40085c092077ea,4.0,False,63.14,"Brazil, Conventional","Brasilien, Konventionell","Brasil, Konvensjonell","Brasilien, Konventionel",Brasilien,13.0,RISE-1.5,Nöt ryggbiff,Storfekjøtt slagside,Beef sirlion steak,Oksekød tyksteg bøf,2.0,Brasilien,Brasil,Brazil,Brasilien,27.96
2845,946.0,5b0083886fd2dcf4a031c55b,6,Kött,149,Nötkött,922,Nöt. ryggbiff,5b7bd6c84a40085c092077ec,6.0,True,27.42,"Scandinavia, Organic","Sverige, Ekologisk","Norge, Økologisk","Danmark, Økologisk",Sverige,5.0,RISE-1.5,Nöt ryggbiff,Storfekjøtt slagside,Beef sirlion steak,Oksekød tyksteg bøf,2.0,Danmark,Norge,Scandinavia,Sverige,27.96
2846,946.0,5b0083886fd2dcf4a031c55b,6,Kött,149,Nötkött,922,Nöt. ryggbiff,5b7bd6c84a40085c092077ed,7.0,False,39.93,"North America, Conventional","Nordamerika, Konventionell","Nord-Amerika, Konvensjonell","Nordamerika, Konventionel",Nordamerika,69.0,RISE-1.5,Nöt ryggbiff,Storfekjøtt slagside,Beef sirlion steak,Oksekød tyksteg bøf,2.0,Nordamerika,Nord-Amerika,North America,Nordamerika,27.96
2847,946.0,5b0083886fd2dcf4a031c55b,6,Kött,149,Nötkött,922,Nöt. ryggbiff,,13.0,False,27.24,"Central Europe, Conventional","Centraleuropa, Konventionell","Sentral-Europa, Konvensjonell","Centraleuropa, Konventionel",Centraleuropa,52.0,RISE-1.5,Nöt ryggbiff,Storfekjøtt slagside,Beef sirlion steak,Oksekød tyksteg bøf,2.0,Centraleuropa,Sentral-Europa,Central Europe,Centraleuropa,27.96
2848,947.0,5b0083886fd2dcf4a031c501,6,Kött,149,Nötkött,917,Nöt. oxbringa,5b7bd6c84a40085c092077ee,0.0,True,27.96,"Other, Organic","Övrigt ursprung, Ekologisk","Annen opprinnelse, Økologisk","Anden oprindelse, Økologisk",Övrigt,-1.0,RISE-1.4,Nöt oxbringa,Nøtter for avl,Beef brisket,Oksekød spidsbryst,3.0,Anden oprindelse,Annen opprinnelse,Other,Övrigt ursprung,27.96
2849,947.0,5b0083886fd2dcf4a031c501,6,Kött,149,Nötkött,917,Nöt. oxbringa,5b7bd6c84a40085c092077f0,2.0,False,25.37,"Europe. except the Nordic countries, Conventional","Europa. förutom Norden, Konventionell","Europa. unntatt Norden, Konvensjonell","Europa. undtagen de nordiske lande, Konventionel",Europa. förutom Norden,10.0,RISE-1.4,Nöt oxbringa,Nøtter for avl,Beef brisket,Oksekød spidsbryst,3.0,Europa. undtagen de nordiske lande,Europa. unntatt Norden,Europe. except the Nordic countries,Europa. förutom Norden,27.96
2850,947.0,5b0083886fd2dcf4a031c501,6,Kött,149,Nötkött,917,Nöt. oxbringa,5b7bd6c84a40085c092077f1,3.0,False,27.42,"Scandinavia, Conventional","Sverige, Konventionell","Norge, Konvensjonell","Danmark, Konventionel",Sverige,5.0,RISE-1.5,Nöt oxbringa,Nøtter for avl,Beef brisket,Oksekød spidsbryst,3.0,Danmark,Norge,Scandinavia,Sverige,27.96
